cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,label
7,7,0,7,5,2,0,17,0,0.2,0.0,0.0,5,0,0,0,0,5,5,0,0,0,1,0,0,1,0,0,0,0,1,58,0,0,0,0,0,3,4,8,0,9,1,0,1,1,30,0,0,1
9,9,0,9,4,1,0,23,0,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,2,0,0,2,0,0,0,0,0,30,0,0,0,0,0,3,2,3,0,5,0,0,0,3,58,0,0,1
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
3,3,0,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,1,0,1
1,2,1,1,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,1,0,0
3,3,0,3,5,1,0,5,0,0.44444445,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,1,0,3,0,0,3,0,2,16,0,0,1,0,0,2,3,4,0,6,0,0,0,3,25,1,2,1
1,2,1,1,11,1,0,8,25,0.7575758,0.0,0.0,11,0,11,0,0,0,11,0,0,0,6,1,0,6,0,0,1,0,0,52,6,0,0,0,0,12,1,7,0,7,0,0,0,0,33,1,0,1
2,2,0,2,5,1,0,9,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,2,31,0,1,1,1,0,3,6,9,1,9,3,0,0,0,59,8,3,1
3,4,1,3,14,1,0,0,91,0.0,0.0,0.0,14,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22,1,0,1
2,2,0,2,1,1,0,2,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,3,3,0,3,0,0,0,0,37,16,0,0
2,3,1,2,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,14,1,0,0
3,7,4,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,296,6,0,1,0,0,0,1,8,0,6,1,0,3,0,24,1,0,1
4,7,3,4,8,1,0,0,28,0.0,0.0,0.0,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,1
4,7,3,4,14,1,0,9,14,0.6666667,0.0,0.0,9,0,4,5,0,0,4,0,0,0,3,0,0,3,0,0,1,0,0,49,7,1,1,0,0,0,2,8,0,6,1,0,0,0,92,1,0,1
2,3,1,2,5,1,0,6,1,0.0,0.0,0.0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,22,1,2,0,0,0,2,7,6,1,6,2,0,0,0,10,1,0,0
5,14,9,5,3,1,0,4,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,1,0,0,1,1,0,0,1,0,1,0,0,12,2,0,0,0,0,4,0,1,2,1,0,0,0,0,34,1025,2,1
3,3,0,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,1,0,1
2,3,1,2,3,1,0,1,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,1,0,0,1,0,1,0,1,1,0,0,0,16,1,1,0
5,5,0,5,4,1,0,5,0,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,0,0,0,18,0,1,0,0,0,2,7,4,1,4,1,0,0,0,30,0,0,1
2,4,2,2,18,1,0,6,0,0.36111107,0.0,0.0,12,0,11,1,0,0,11,0,0,0,3,0,0,3,0,0,0,0,0,66,11,1,3,0,1,2,6,15,7,10,1,0,0,0,28,0,0,1
3,3,0,3,4,2,0,7,0,0.25,0.0,0.0,4,0,0,0,1,3,4,0,0,0,1,0,0,1,0,0,1,0,0,16,2,0,0,0,1,0,1,1,1,1,0,0,0,0,19,10,0,0
9,9,0,9,9,1,0,14,0,0.33333334,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,40,6,0,1,0,0,0,0,4,2,6,1,0,0,0,37,1,0,1
18,19,1,18,18,1,0,18,0,0.055555556,0.0,0.0,18,1,1,0,0,17,18,0,0,0,2,2,0,2,0,0,2,0,0,211,0,0,0,0,0,51,17,139,0,139,0,0,0,0,139,1,0,1
5,7,2,5,1,1,0,1,0,0.0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,50,1,0,1
7,8,1,7,8,2,0,7,0,0.375,0.0,0.0,4,0,4,0,0,0,4,0,0,0,4,1,0,4,0,0,1,0,0,44,0,0,0,4,0,11,0,9,3,9,1,0,0,0,56,17,4,1
2,4,2,2,5,2,0,2,0,0.25,0.0,0.0,4,0,3,1,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,23,0,0,1,0,0,1,4,5,0,2,1,0,0,0,20,1,1,0
1,1,0,1,1,2,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0
1,2,1,1,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
4,4,0,4,10,1,0,11,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,51,0,6,0,0,0,7,0,12,0,12,3,0,0,0,39,0,0,1
2,2,0,2,4,1,0,12,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,11,25,0,0,0,0,0,0,26,6,0,6,0,0,0,1,21,0,0,1
2,4,2,2,5,1,0,8,0,0.25,0.0,0.0,4,0,3,0,1,0,4,1,0,3,2,0,0,2,0,0,2,0,1,21,2,0,0,0,0,1,0,3,0,3,1,0,0,0,21,1025,0,1
3,3,0,3,3,1,0,12,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,53,0,1,0,0,0,15,5,10,1,10,2,0,0,2,49,0,0,1
3,5,2,3,4,1,0,6,6,0.0,0.0,0.0,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,14,4,0,0,0,0,2,0,0,0,0,0,0,0,0,71,1,0,0
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
3,3,0,3,90,1,0,5,3528,0.91764706,0.0,0.0,85,0,81,0,4,0,85,0,0,0,1,0,0,0,1,0,0,0,0,346,81,0,4,0,0,149,1,1,2,1,1,0,0,0,45,1036,0,1
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
3,4,1,3,4,2,0,3,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,0,0,0,1,0,0,0,10,1,0,0
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
5,6,1,5,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,1,0,1
5,7,2,5,19,1,0,32,37,0.8500001,0.0,0.0,10,0,4,6,0,0,4,0,0,0,6,3,0,6,0,0,3,0,1,85,16,0,1,2,0,6,3,17,3,18,1,0,0,0,67,1,1,1
1,7,6,1,21,1,0,8,150,0.86580086,0.0,0.0,21,0,21,0,0,0,21,0,0,0,11,1,0,11,0,0,1,0,0,92,11,0,0,0,0,21,1,12,0,12,0,0,0,0,45,1,0,1
2,3,1,2,2,2,0,3,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,14,1,0,0
5,5,0,5,5,1,0,7,0,0.0,0.0,0.0,5,0,1,0,0,4,5,0,0,0,1,0,0,1,0,0,0,0,2,24,0,0,0,0,0,0,0,3,0,3,0,0,0,6,21,0,0,1
3,6,3,3,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,23,1,0,1
2,2,0,2,1,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,0,1,0
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
2,2,0,2,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,2,1,0,0,0,0,0,0,0,14,0,1,0
0,1,1,0,1,4,0,0,0,1.0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,27,1,0,1
0,3,3,0,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0
2,2,0,2,1,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,0,1,0
3,4,1,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,1,0,1
5,9,4,5,8,1,0,8,0,0.25,0.0,0.0,4,0,2,0,0,2,4,0,0,0,1,0,0,1,0,0,1,0,0,34,6,0,0,2,0,10,0,3,0,3,1,0,0,0,53,1,4,1
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
4,4,0,4,2,1,0,2,0,0.0,0.0,0.0,2,1,0,0,0,2,2,0,0,0,1,1,0,1,0,0,0,0,0,13,0,0,0,0,0,8,2,5,0,5,0,0,0,0,25,0,0,0
3,5,2,3,1,2,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,0,0
5,15,10,5,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1025,0,1
1,1,0,1,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
6,6,0,6,5,1,0,34,0,0.32000002,0.0,0.0,5,0,0,0,0,5,5,0,0,0,5,2,2,3,0,0,2,0,2,48,0,0,0,2,0,14,3,13,0,12,1,0,0,1,49,0,0,1
2,2,0,2,5,1,0,4,0,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,19,0,1,1,0,1,0,0,2,0,2,1,0,0,0,29,1,0,0
1,2,1,1,5,1,0,7,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,2,1,0,0,1,0,0,1,0,0,25,1,1,0,1,0,5,0,1,0,1,2,0,0,0,52,1,5,0
2,4,2,2,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0
1,2,1,1,3,1,0,1,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,1,0,0,0,0,10,1,0,0
0,3,3,0,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
5,10,5,5,20,1,1,12,52,0.86904764,0.0,0.0,12,0,5,1,6,0,11,6,0,0,7,2,0,1,6,0,3,0,0,75,1,1,0,0,0,8,1,8,6,7,2,0,0,0,84,1025,6,1
1,4,3,1,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1,0,0
8,8,0,8,8,1,0,16,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,42,5,1,1,0,0,3,2,6,1,7,1,0,0,0,35,1,0,1
2,6,4,2,2,1,2,0,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,4,0,0,4,0,0,0,0,0,15,1,0,0,0,0,5,0,4,2,4,0,0,0,0,29,1,0,1
8,8,0,8,4,1,0,17,0,0.2,0.0,0.0,4,0,0,0,0,4,4,0,0,0,5,0,0,5,0,0,1,0,1,34,0,0,0,0,0,3,1,8,0,11,0,0,0,0,67,0,0,1
3,3,0,3,3,1,0,1,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,12,0,0,0,0,0,2,0,1,0,1,0,0,0,0,11,1,2,0
4,4,0,4,3,1,0,16,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,3,6,6,1,6,1,0,0,0,30,0,0,1
2,2,0,2,1,1,0,2,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
3,3,0,3,1,1,0,6,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,4,4,0,4,0,0,0,0,15,0,0,0
3,4,1,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,1,0,1
3,5,2,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,456,6,0,1,0,0,0,1,8,0,6,1,0,3,0,23,1,0,1
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
3,7,4,3,8,1,0,1,28,0.0,0.0,0.0,8,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,1,0,1,0,0,0,0,94,1,0,1
1,3,2,1,6,1,0,0,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,1
0,1,1,0,4,1,0,6,1,0.0,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2,0,0,0,1,0,1,0,1,2,0,0,0,44,1,0,0
3,5,2,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,296,6,0,1,0,0,0,1,8,0,6,1,0,3,0,24,1,0,1
4,5,1,4,7,1,0,9,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,4,2,0,0,0,1,0,3,0,3,3,0,0,0,27,1,0,1
1,2,1,1,6,1,0,2,2,0.5,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,2,0,0,27,5,0,0,2,0,1,0,2,0,2,1,0,0,0,41,1,0,0
6,7,1,6,6,1,0,15,15,0.0,0.0,0.0,6,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,49,1,0,0,0,0,8,15,10,0,10,0,0,0,0,23,0,0,1
3,3,0,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,1,0,1
3,6,3,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,296,6,0,1,0,0,0,1,8,0,6,1,0,3,0,24,1,0,1
3,4,1,3,4,1,0,4,0,0.125,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,1,0,2,0,0,2,0,0,19,3,0,0,0,0,4,0,2,0,2,0,0,0,0,40,1,3,0
3,3,0,3,10,1,0,4,16,0.44444445,0.0,0.0,9,0,9,0,0,0,9,0,0,0,1,0,0,1,0,0,1,0,1,30,8,0,1,0,0,1,1,1,0,1,0,0,0,0,24,1,0,1
3,4,1,3,5,1,0,8,3,0.0,0.0,0.0,3,3,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,26,2,2,1,0,0,2,13,9,2,8,1,0,0,0,18,1,0,1
0,3,3,0,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
7,7,0,7,6,1,0,12,0,0.25,0.0,0.0,4,0,0,0,0,4,4,0,0,0,2,0,0,2,0,0,0,0,1,45,0,1,0,1,0,12,3,11,0,11,3,0,0,1,49,1,0,1
2,4,2,2,23,1,0,14,0,0.21428573,0.0,0.0,7,0,7,0,0,0,7,0,0,0,2,0,0,0,0,2,0,0,0,53,1,5,2,0,0,2,13,5,0,5,1,0,0,0,26,0,0,1
2,2,0,2,1,1,0,6,0,0.0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5,23,3,0,3,0,0,0,0,10,1,0,0
1,10,9,1,39,1,0,8,627,0.9256409,0.0,0.0,39,0,39,0,0,0,39,0,0,0,20,1,0,20,0,0,1,0,0,164,20,0,0,0,0,40,1,21,0,21,0,0,0,0,65,1,0,1
3,6,3,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,471,6,0,1,0,0,0,1,8,0,6,1,0,3,0,24,1,0,1
0,3,3,0,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0
3,3,0,3,152,1,0,5,10689,0.95238096,0.0,0.0,147,0,143,0,4,0,147,0,0,0,1,0,0,0,1,0,0,0,0,594,143,0,4,0,0,263,1,1,2,1,1,0,0,0,50,1036,0,1
11,12,1,11,36,1,0,56,66,0.9166667,,,12,0,1,11,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,198,15,13,7,0,0,12,8,38,4,36,4,2,0,0,59,1,0,1
3,3,0,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,1,0,1
0,4,4,0,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,3,0,1,0,1,0,0,0,0,20,1,0,0
2,3,1,2,4,1,0,4,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,15,0,0,1,0,0,1,0,2,0,2,1,0,0,0,46,1,0,0
0,1,1,0,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
3,3,0,3,11,1,0,0,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,1,0,1
4,4,0,4,2,1,0,11,0,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,1,0,0,16,0,0,0,0,0,0,1,5,0,5,0,0,0,0,19,0,0,1
1,5,4,1,5,1,0,12,10,0.0,0.0,0.0,5,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,25,6,0,0,0,0,1,0,2,0,8,1,0,0,6,30,1,0,1
12,13,1,12,6,1,0,8,0,0.5,0.0,0.0,4,1,3,1,0,0,3,0,0,0,2,1,1,1,0,0,2,0,2,39,0,0,0,2,0,22,16,5,0,5,1,0,0,0,75,1,2,1
0,0,0,0,0,3,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,25,1,0,0
7,7,0,7,8,1,0,14,0,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,35,7,0,0,0,0,1,3,4,0,5,1,0,0,0,30,1,0,1
3,3,0,3,2,1,0,5,0,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,1,0,0,0,1,1,0,0,21,0,0,0,0,0,2,5,7,0,5,0,0,0,0,17,0,0,0
0,0,0,0,14,1,0,0,22,0.75,0.0,0.0,13,0,8,0,5,0,13,0,0,0,8,0,0,8,0,0,0,0,0,66,8,0,0,0,0,0,0,13,0,8,1,0,0,0,23,9,0,1
2,7,5,2,2,1,3,3,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,9,0,0,0,0,0,0,0,1,0,2,0,0,0,1,11,1025,0,0
5,8,3,5,0,2,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,1,0,1
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
3,5,2,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,296,6,0,1,0,0,0,1,8,0,6,1,0,3,0,24,1,0,1
5,8,3,5,10,2,0,15,10,0.8,0.0,0.0,5,0,1,1,3,0,4,0,0,0,1,1,0,0,0,1,1,0,2,39,3,0,1,0,2,1,1,3,0,3,1,0,0,0,67,1,1,1
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2,2,0,2,1,1,0,3,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,1,0,1,0,0,0,0,15,0,0,0
3,7,4,3,0,1,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,14,1,0,1
4,8,4,4,3,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,1,2,0,0,0,0,1,0,0,0,17,1,1,0
1,6,5,1,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,5,1,0,0,0,0,4,0,0,0,1,0,0,0,0,22,1,0,0
5,5,0,5,5,1,0,5,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,3,0,0,6,46,20,0,13,0,0,0,0,33,0,0,1
2,3,1,2,1,1,0,1,0,0.0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0
3,6,3,3,12,2,0,4,13,0.6363637,0.0,0.0,11,0,10,0,1,0,11,0,0,0,3,0,0,0,3,0,0,0,0,760,6,0,1,0,0,0,1,8,0,6,1,0,3,0,23,1,0,1
2,3,1,2,7,1,0,9,0,0.0,0.0,0.0,4,4,1,0,0,3,4,0,0,0,1,1,0,0,0,1,0,0,10,35,3,0,3,0,0,4,7,2,3,2,1,0,0,0,14,1,0,1
1,1,0,1,1,2,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
0,0,0,0,1,1,0,0,0,0.0,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,-1,0,0
3,3,0,3,3,1,0,10,1,0.5,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,3,22,0,0,0,1,0,1,6,4,0,4,1,0,0,2,17,0,1,1
6,7,1,6,3,1,0,4,0,0.33333334,,,1,0,1,0,0,0,1,0,0,0,3,1,0,3,0,0,1,0,0,22,3,0,2,0,0,3,1,5,0,4,2,0,0,0,66,1,3,1
1,3,2,1,6,1,0,0,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,1
7,8,1,7,2,1,0,4,0,0.25,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,15,2,0,0,0,0,2,0,2,0,4,0,0,0,0,32,1,0,1
